id,name,followers_count,followed_by,register_date,link
887748030304329728,The Crypto Dog 📈,38,"https://x.com/0xRaghav, https://x.com/QwQiao, https://x.com/OmniscientAsian, https://x.com/0xWenMoon, https://x.com/0xminion, https://x.com/ishanee_, https://x.com/Daryllautk, https://x.com/sandraaleow, https://x.com/wkhosrowshahi1, https://x.com/YeouJie, https://x.com/masonnystrom, https://x.com/andyisnotandy, https://x.com/benlakoff, https://x.com/OuroborosCap8, https://x.com/panekkkk, https://x.com/AliceL991, https://x.com/Shaughnessy119, https://x.com/lmrankhan, https://x.com/notnotstorm, https://x.com/krybharat, https://x.com/CryptoSources, https://x.com/sjdedic, https://x.com/0xMaki, https://x.com/sjrosenblum, https://x.com/0xdetweiler, https://x.com/ceterispar1bus, https://x.com/0xChanglu, https://x.com/alexgedevani, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/AustinBarack, https://x.com/roybitsir, https://x.com/TaikiMaeda2, https://x.com/j0hnwang, https://x.com/GrantStenger, https://x.com/tomhschmidt, https://x.com/kapursanat, https://x.com/0xbilly",2017-07-19 18:56:38+00:00,https://x.com/i/user/887748030304329728
356651832,Ben Pasternak,30,"https://x.com/QwQiao, https://x.com/0xminion, https://x.com/janehk, https://x.com/sandraaleow, https://x.com/wkhosrowshahi1, https://x.com/pet3rpan_, https://x.com/bridge__harris, https://x.com/panekkkk, https://x.com/tkstanczak, https://x.com/amanda0x, https://x.com/firstc0in, https://x.com/lmrankhan, https://x.com/krybharat, https://x.com/CryptoSources, https://x.com/jonathankingvc, https://x.com/HoolieG, https://x.com/0xdetweiler, https://x.com/ceterispar1bus, https://x.com/alexgedevani, https://x.com/jnwng, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/zacxbt, https://x.com/AustinBarack, https://x.com/roybitsir, https://x.com/TaikiMaeda2, https://x.com/j0hnwang, https://x.com/GrantStenger, https://x.com/tomhschmidt, https://x.com/kapursanat",2011-08-17 04:56:43+00:00,https://x.com/i/user/356651832
1891647168441876484,Mosi,26,"https://x.com/serg_xyz, https://x.com/0xRaghav, https://x.com/luffistotle, https://x.com/OmniscientAsian, https://x.com/0xWenMoon, https://x.com/reganbozman, https://x.com/andyisnotandy, https://x.com/Mikey0x_, https://x.com/pet3rpan_, https://x.com/BigBrainKasey, https://x.com/bridge__harris, https://x.com/geenty, https://x.com/j0hnwang, https://x.com/_weidai, https://x.com/CryptoSources, https://x.com/jennyqcheng, https://x.com/0xMaki, https://x.com/0xChanglu, https://x.com/Solofunk30, https://x.com/alexgedevani, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/zacxbt, https://x.com/j0hnwang, https://x.com/GrantStenger, https://x.com/tomhschmidt",2025-02-18 00:33:34+00:00,https://x.com/i/user/1891647168441876484
924134809,ultra,26,"https://x.com/NTmoney, https://x.com/Darrenlautf, https://x.com/0xWenMoon, https://x.com/0xminion, https://x.com/0xRainandCoffee, https://x.com/sandraaleow, https://x.com/andyisnotandy, https://x.com/pet3rpan_, https://x.com/tkstanczak, https://x.com/j0hnwang, https://x.com/CryptoSources, https://x.com/sjdedic, https://x.com/0xMaki, https://x.com/0xdetweiler, https://x.com/samoyedali, https://x.com/0xChanglu, https://x.com/Solofunk30, https://x.com/thetinaverse, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/zacxbt, https://x.com/AustinBarack, https://x.com/roybitsir, https://x.com/gregohr12, https://x.com/j0hnwang, https://x.com/GrantStenger",2012-11-03 22:09:01+00:00,https://x.com/i/user/924134809
1646945251305873408,James Wynn,24,"https://x.com/serg_xyz, https://x.com/0xRaghav, https://x.com/OmniscientAsian, https://x.com/0xWenMoon, https://x.com/0xminion, https://x.com/janehk, https://x.com/YeouJie, https://x.com/benlakoff, https://x.com/Shaughnessy119, https://x.com/lmrankhan, https://x.com/j0hnwang, https://x.com/krybharat, https://x.com/AjeetK, https://x.com/sjdedic, https://x.com/jonathankingvc, https://x.com/jennyqcheng, https://x.com/0xdetweiler, https://x.com/0xChanglu, https://x.com/pokeapallascat, https://x.com/mattyryze, https://x.com/zacxbt, https://x.com/AustinBarack, https://x.com/roybitsir, https://x.com/j0hnwang",2023-04-14 18:35:29+00:00,https://x.com/i/user/1646945251305873408
1252390833418092544,Jarry Xiao 🐦‍🔥🌐,23,"https://x.com/QwQiao, https://x.com/KyleSamani, https://x.com/Daryllautk, https://x.com/wkhosrowshahi1, https://x.com/pet3rpan_, https://x.com/BigBrainKasey, https://x.com/eclecticcapital, https://x.com/notnotstorm, https://x.com/j0hnwang, https://x.com/0xMaki, https://x.com/sjrosenblum, https://x.com/ceterispar1bus, https://x.com/n4motto, https://x.com/caitlinxyz, https://x.com/gakonst, https://x.com/jnwng, https://x.com/thetinaverse, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/zacxbt, https://x.com/roybitsir, https://x.com/j0hnwang, https://x.com/GrantStenger",2020-04-21 00:17:09+00:00,https://x.com/i/user/1252390833418092544
876699190696361984,Alex 🗡,23,"https://x.com/QwQiao, https://x.com/KyleSamani, https://x.com/NTmoney, https://x.com/0xminion, https://x.com/janehk, https://x.com/reganbozman, https://x.com/Daryllautk, https://x.com/panekkkk, https://x.com/lmrankhan, https://x.com/notnotstorm, https://x.com/_weidai, https://x.com/cooper_kunz, https://x.com/0xMaki, https://x.com/yekiM_o, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/AustinBarack, https://x.com/roybitsir, https://x.com/j0hnwang, https://x.com/delitzer, https://x.com/GrantStenger, https://x.com/tomhschmidt, https://x.com/kapursanat",2017-06-19 07:12:30+00:00,https://x.com/i/user/876699190696361984
1269561030272643076,⁵⁄₉,23,"https://x.com/serg_xyz, https://x.com/0xminion, https://x.com/Daryllautk, https://x.com/0xRainandCoffee, https://x.com/wkhosrowshahi1, https://x.com/andyisnotandy, https://x.com/benlakoff, https://x.com/bridge__harris, https://x.com/tkstanczak, https://x.com/firstc0in, https://x.com/notnotstorm, https://x.com/0xMaki, https://x.com/yekiM_o, https://x.com/n4motto, https://x.com/caitlinxyz, https://x.com/gakonst, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/j0hnwang, https://x.com/delitzer, https://x.com/GrantStenger, https://x.com/tomhschmidt, https://x.com/kapursanat",2020-06-07 09:25:20+00:00,https://x.com/i/user/1269561030272643076
4394667015,lucacs,23,"https://x.com/serg_xyz, https://x.com/NTmoney, https://x.com/Darrenlautf, https://x.com/0xWenMoon, https://x.com/ishanee_, https://x.com/Daryllautk, https://x.com/sandraaleow, https://x.com/andyisnotandy, https://x.com/Mikey0x_, https://x.com/j0hnwang, https://x.com/krybharat, https://x.com/sjdedic, https://x.com/0xMaki, https://x.com/0xdetweiler, https://x.com/samoyedali, https://x.com/0xChanglu, https://x.com/caitlinxyz, https://x.com/Solofunk30, https://x.com/alexgedevani, https://x.com/zacxbt, https://x.com/j0hnwang, https://x.com/kapursanat, https://x.com/0xbilly",2015-12-06 14:25:02+00:00,https://x.com/i/user/4394667015
1863957527529955328,Unit,23,"https://x.com/serg_xyz, https://x.com/0xRaghav, https://x.com/Darrenlautf, https://x.com/0xWenMoon, https://x.com/0xminion, https://x.com/kidponga, https://x.com/janehk, https://x.com/rishisthinking, https://x.com/Daryllautk, https://x.com/0xRainandCoffee, https://x.com/sandraaleow, https://x.com/bridge__harris, https://x.com/robbiepetersen_, https://x.com/j0hnwang, https://x.com/krybharat, https://x.com/jonathankingvc, https://x.com/0xMaki, https://x.com/yekiM_o, https://x.com/0xChanglu, https://x.com/Solofunk30, https://x.com/zacxbt, https://x.com/roybitsir, https://x.com/j0hnwang",2024-12-03 14:45:07+00:00,https://x.com/i/user/1863957527529955328
