id,name,followers_count,followed_by,register_date,link
887748030304329728,The Crypto Dog 📈,40,"https://x.com/0xRaghav, https://x.com/QwQiao, https://x.com/OmniscientAsian, https://x.com/Darrenlautf, https://x.com/0xWenMoon, https://x.com/0xminion, https://x.com/ishanee_, https://x.com/Daryllautk, https://x.com/sandraaleow, https://x.com/wkhosrowshahi1, https://x.com/YeouJie, https://x.com/masonnystrom, https://x.com/andyisnotandy, https://x.com/benlakoff, https://x.com/OuroborosCap8, https://x.com/panekkkk, https://x.com/AliceL991, https://x.com/Shaughnessy119, https://x.com/lmrankhan, https://x.com/notnotstorm, https://x.com/j0hnwang, https://x.com/krybharat, https://x.com/CryptoSources, https://x.com/sjdedic, https://x.com/0xMaki, https://x.com/sjrosenblum, https://x.com/0xdetweiler, https://x.com/ceterispar1bus, https://x.com/samoyedali, https://x.com/alexgedevani, https://x.com/MariaShen, https://x.com/zacxbt, https://x.com/AustinBarack, https://x.com/roybitsir, https://x.com/TaikiMaeda2, https://x.com/j0hnwang, https://x.com/GrantStenger, https://x.com/tomhschmidt, https://x.com/kapursanat, https://x.com/0xbilly",2017-07-19 18:56:38+00:00,https://x.com/i/user/887748030304329728
356651832,Ben Pasternak,32,"https://x.com/QwQiao, https://x.com/0xminion, https://x.com/janehk, https://x.com/sandraaleow, https://x.com/wkhosrowshahi1, https://x.com/pet3rpan_, https://x.com/bridge__harris, https://x.com/panekkkk, https://x.com/Shaughnessy119, https://x.com/tkstanczak, https://x.com/amanda0x, https://x.com/firstc0in, https://x.com/lmrankhan, https://x.com/j0hnwang, https://x.com/krybharat, https://x.com/CryptoSources, https://x.com/jonathankingvc, https://x.com/lapgandhi, https://x.com/HoolieG, https://x.com/0xdetweiler, https://x.com/ceterispar1bus, https://x.com/alexgedevani, https://x.com/jnwng, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/zacxbt, https://x.com/AustinBarack, https://x.com/roybitsir, https://x.com/TaikiMaeda2, https://x.com/j0hnwang, https://x.com/GrantStenger, https://x.com/kapursanat",2011-08-17 04:56:43+00:00,https://x.com/i/user/356651832
924134809,ultra,26,"https://x.com/NTmoney, https://x.com/Darrenlautf, https://x.com/0xWenMoon, https://x.com/0xminion, https://x.com/0xRainandCoffee, https://x.com/sandraaleow, https://x.com/andyisnotandy, https://x.com/pet3rpan_, https://x.com/tkstanczak, https://x.com/j0hnwang, https://x.com/CryptoSources, https://x.com/sjdedic, https://x.com/lapgandhi, https://x.com/0xMaki, https://x.com/0xdetweiler, https://x.com/samoyedali, https://x.com/0xChanglu, https://x.com/Solofunk30, https://x.com/thetinaverse, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/zacxbt, https://x.com/roybitsir, https://x.com/gregohr12, https://x.com/j0hnwang, https://x.com/GrantStenger",2012-11-03 22:09:01+00:00,https://x.com/i/user/924134809
1252390833418092544,Jarry Xiao 🐦‍🔥🌐,24,"https://x.com/QwQiao, https://x.com/KyleSamani, https://x.com/Daryllautk, https://x.com/wkhosrowshahi1, https://x.com/pet3rpan_, https://x.com/BigBrainKasey, https://x.com/eclecticcapital, https://x.com/notnotstorm, https://x.com/j0hnwang, https://x.com/lapgandhi, https://x.com/0xMaki, https://x.com/sjrosenblum, https://x.com/ceterispar1bus, https://x.com/n4motto, https://x.com/caitlinxyz, https://x.com/gakonst, https://x.com/jnwng, https://x.com/thetinaverse, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/zacxbt, https://x.com/roybitsir, https://x.com/j0hnwang, https://x.com/GrantStenger",2020-04-21 00:17:09+00:00,https://x.com/i/user/1252390833418092544
1891647168441876484,Mosi,24,"https://x.com/serg_xyz, https://x.com/0xRaghav, https://x.com/luffistotle, https://x.com/OmniscientAsian, https://x.com/0xWenMoon, https://x.com/reganbozman, https://x.com/andyisnotandy, https://x.com/Mikey0x_, https://x.com/pet3rpan_, https://x.com/BigBrainKasey, https://x.com/bridge__harris, https://x.com/geenty, https://x.com/_weidai, https://x.com/CryptoSources, https://x.com/jennyqcheng, https://x.com/lapgandhi, https://x.com/0xMaki, https://x.com/0xChanglu, https://x.com/Solofunk30, https://x.com/alexgedevani, https://x.com/MariaShen, https://x.com/mattyryze, https://x.com/GrantStenger, https://x.com/tomhschmidt",2025-02-18 00:33:34+00:00,https://x.com/i/user/1891647168441876484
4394667015,lucacs,23,"https://x.com/serg_xyz, https://x.com/NTmoney, https://x.com/Darrenlautf, https://x.com/ishanee_, https://x.com/Daryllautk, https://x.com/sandraaleow, https://x.com/andyisnotandy, https://x.com/Mikey0x_, https://x.com/j0hnwang, https://x.com/krybharat, https://x.com/sjdedic, https://x.com/lapgandhi, https://x.com/0xMaki, https://x.com/0xdetweiler, https://x.com/samoyedali, https://x.com/0xChanglu, https://x.com/caitlinxyz, https://x.com/Solofunk30, https://x.com/alexgedevani, https://x.com/zacxbt, https://x.com/j0hnwang, https://x.com/kapursanat, https://x.com/0xbilly",2015-12-06 14:25:02+00:00,https://x.com/i/user/4394667015
713094195955830785,Miguel Piedrafita ✨,23,"https://x.com/KyleSamani, https://x.com/0xminion, https://x.com/kidponga, https://x.com/janehk, https://x.com/sandraaleow, https://x.com/andyisnotandy, https://x.com/0xKofi, https://x.com/bridge__harris, https://x.com/tkstanczak, https://x.com/j0hnwang, https://x.com/ncerovac, https://x.com/lapgandhi, https://x.com/0xMaki, https://x.com/samoyedali, https://x.com/gakonst, https://x.com/alexgedevani, https://x.com/MariaShen, https://x.com/zacxbt, https://x.com/roybitsir, https://x.com/j0hnwang, https://x.com/GrantStenger, https://x.com/tomhschmidt, https://x.com/kapursanat",2016-03-24 20:04:39+00:00,https://x.com/i/user/713094195955830785
717926102614716417,Caitlin Long 🔑⚡️🟠,22,"https://x.com/QwQiao, https://x.com/luffistotle, https://x.com/OmniscientAsian, https://x.com/0xminion, https://x.com/reganbozman, https://x.com/sandraaleow, https://x.com/benlakoff, https://x.com/eclecticcapital, https://x.com/OuroborosCap8, https://x.com/panekkkk, https://x.com/Shaughnessy119, https://x.com/geenty, https://x.com/lmrankhan, https://x.com/j0hnwang, https://x.com/jonathankingvc, https://x.com/Solofunk30, https://x.com/alexgedevani, https://x.com/MariaShen, https://x.com/AustinBarack, https://x.com/roybitsir, https://x.com/j0hnwang, https://x.com/0xbilly",2016-04-07 04:04:56+00:00,https://x.com/i/user/717926102614716417
1194682917760503810,serg,22,"https://x.com/0xRaghav, https://x.com/grisacerne, https://x.com/NTmoney, https://x.com/ishanee_, https://x.com/janehk, https://x.com/rishisthinking, https://x.com/0xRainandCoffee, https://x.com/bridge__harris, https://x.com/robbiepetersen_, https://x.com/amanda0x, https://x.com/firstc0in, https://x.com/j0hnwang, https://x.com/ncerovac, https://x.com/sjdedic, https://x.com/jonathankingvc, https://x.com/lapgandhi, https://x.com/yekiM_o, https://x.com/n4motto, https://x.com/alexgedevani, https://x.com/mattyryze, https://x.com/j0hnwang, https://x.com/GrantStenger",2019-11-13 18:26:33+00:00,https://x.com/i/user/1194682917760503810
381289719,Nassim Nicholas Taleb,22,"https://x.com/KyleSamani, https://x.com/luffistotle, https://x.com/grisacerne, https://x.com/Daryllautk, https://x.com/andyisnotandy, https://x.com/benlakoff, https://x.com/caseykcaruso, https://x.com/SimaoCCruz, https://x.com/panekkkk, https://x.com/robbiepetersen_, https://x.com/Shaughnessy119, https://x.com/firstc0in, https://x.com/geenty, https://x.com/j0hnwang, https://x.com/ncerovac, https://x.com/AjeetK, https://x.com/Sh_ivam, https://x.com/0xMaki, https://x.com/Solofunk30, https://x.com/j0hnwang, https://x.com/GrantStenger, https://x.com/kapursanat",2011-09-28 02:19:07+00:00,https://x.com/i/user/381289719
